unique_key,created_date,agency,agency_name,complaint_type,descriptor,status,borough,location_type,closed_date
65949404,2025-08-25T17:48:08.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Closed,BRONX,Street/Sidewalk,2025-08-25T20:51:20.000
65951248,2025-08-25T17:47:59.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Open,MANHATTAN,Mixed Use,
65949115,2025-08-25T17:47:54.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T22:25:00.000
65945032,2025-08-25T17:47:52.000,EDC,Economic Development Corporation,Noise - Helicopter,Other,In Progress,QUEENS,Above Address,
65949323,2025-08-25T17:47:51.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Closed,BROOKLYN,Residential Building/House,2025-08-25T17:49:05.000
65950325,2025-08-25T17:47:45.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Closed,QUEENS,Street/Sidewalk,2025-08-25T18:36:56.000
65945625,2025-08-25T17:47:37.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,BRONX,Street/Sidewalk,2025-08-25T20:55:59.000
65947057,2025-08-25T17:47:27.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T18:02:17.000
65947012,2025-08-25T17:47:18.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Closed,QUEENS,Residential Building/House,2025-08-25T18:48:17.000
65949997,2025-08-25T17:47:14.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Funeral Home,In Progress,BRONX,Business,
65952183,2025-08-25T17:47:12.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,In Progress,BROOKLYN,Sidewalk,
65952480,2025-08-25T17:47:03.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,BRONX,Street/Sidewalk,2025-08-26T00:50:08.000
65944524,2025-08-25T17:47:02.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Open,BRONX,,
65945520,2025-08-25T17:46:45.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Closed,QUEENS,Street/Sidewalk,2025-08-25T18:32:54.000
65950630,2025-08-25T17:46:42.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,In Progress,QUEENS,Street/Sidewalk,
65949575,2025-08-25T17:46:39.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,In Progress,QUEENS,Street,
65953432,2025-08-25T17:46:31.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Rodent Sighting,In Progress,MANHATTAN,Street/Curbside,
65946202,2025-08-25T17:46:24.000,EDC,Economic Development Corporation,Noise - Helicopter,Other,In Progress,MANHATTAN,Above Address,
65949385,2025-08-25T17:46:17.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Closed,MANHATTAN,Street/Sidewalk,2025-08-25T21:26:02.000
65946657,2025-08-25T17:46:15.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Open,MANHATTAN,Mixed Use,
65945850,2025-08-25T17:46:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Closed,STATEN ISLAND,Residential Building/House,2025-08-25T18:08:23.000
65950025,2025-08-25T17:46:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),Open,BROOKLYN,,
65945389,2025-08-25T17:46:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Restaurant (AD2)",Open,MANHATTAN,,
65945469,2025-08-25T17:46:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),Open,BRONX,,
65950953,2025-08-25T17:45:42.000,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,Closed,MANHATTAN,Residential Building/House,2025-08-25T21:43:31.000
65947373,2025-08-25T17:45:37.000,EDC,Economic Development Corporation,Noise - Helicopter,Other,In Progress,MANHATTAN,Above Address,
65948033,2025-08-25T17:45:27.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Open,MANHATTAN,Comercial,
65949430,2025-08-25T17:45:01.000,DOT,Department of Transportation,Street Condition,Pothole,Open,QUEENS,,
65951909,2025-08-25T17:44:46.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,In Progress,BROOKLYN,Park,
65952579,2025-08-25T17:44:45.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T22:33:51.000
65952930,2025-08-25T17:44:43.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Closed,BRONX,Street/Sidewalk,2025-08-25T20:55:26.000
65949225,2025-08-25T17:44:43.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Closed,QUEENS,Street/Sidewalk,2025-08-25T18:35:35.000
65946310,2025-08-25T17:44:34.000,NYPD,New York City Police Department,Encampment,N/A,Closed,MANHATTAN,Street/Sidewalk,2025-08-25T18:27:07.000
65953244,2025-08-25T17:44:34.000,DHS,Department of Homeless Services,Encampment,N/A,In Progress,MANHATTAN,Street/Sidewalk,
65945039,2025-08-25T17:44:22.000,EDC,Economic Development Corporation,Noise - Helicopter,Other,In Progress,MANHATTAN,Above Address,
65945841,2025-08-25T17:44:02.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Closed,BROOKLYN,Residential Building/House,2025-08-25T17:46:44.000
65950276,2025-08-25T17:44:02.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Closed,BRONX,Comercial,2025-08-26T02:22:24.000
65951945,2025-08-25T17:43:53.000,DOT,Department of Transportation,Sidewalk Condition,Cellar Door Open/Unprotected,In Progress,BRONX,Sidewalk,
65945363,2025-08-25T17:43:26.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Rodent Sighting,In Progress,MANHATTAN,Street/Curbside,
65944338,2025-08-25T17:43:25.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Open,MANHATTAN,Mixed Use,
65949447,2025-08-25T17:43:25.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Closed,QUEENS,Street/Sidewalk,2025-08-25T17:55:58.000
65949375,2025-08-25T17:43:14.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Closed,BRONX,Street/Sidewalk,2025-08-25T20:55:12.000
65952595,2025-08-25T17:43:13.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Closed,QUEENS,Street/Sidewalk,2025-08-25T22:07:55.000
65946963,2025-08-25T17:43:13.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Closed,QUEENS,Residential Building/House,2025-08-25T19:43:23.000
65945185,2025-08-25T17:43:00.000,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,Closed,BROOKLYN,Residential Building/House,2025-08-25T19:39:10.000
65947128,2025-08-25T17:42:44.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Closed,QUEENS,Street/Sidewalk,2025-08-25T17:56:12.000
65944780,2025-08-25T17:42:40.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Closed,QUEENS,Street/Sidewalk,2025-08-25T17:56:41.000
65952614,2025-08-25T17:42:38.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Closed,MANHATTAN,Residential Building/House,2025-08-25T18:44:18.000
65951614,2025-08-25T17:42:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Closed,MANHATTAN,Street/Sidewalk,2025-08-25T19:41:47.000
65950324,2025-08-25T17:42:38.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Closed,QUEENS,Street/Sidewalk,2025-08-25T22:07:24.000
65947866,2025-08-25T17:42:29.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Open,BROOKLYN,Mixed Use,
65946809,2025-08-25T17:42:19.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,Open,QUEENS,,2025-08-25T17:42:19.000
65945829,2025-08-25T17:42:16.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Closed,QUEENS,Residential Building/House,2025-08-25T18:28:04.000
65945565,2025-08-25T17:41:57.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Closed,QUEENS,Street/Sidewalk,2025-08-25T17:46:15.000
65953261,2025-08-25T17:41:39.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Storage Warehouse,In Progress,QUEENS,Business,
65949548,2025-08-25T17:40:50.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Passenger,In Progress,Unspecified,Street,
65949568,2025-08-25T17:40:41.000,DPR,Department of Parks and Recreation,Illegal Tree Damage,Branches Damaged,In Progress,BROOKLYN,Street,
65951729,2025-08-25T17:40:38.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,In Progress,QUEENS,Street/Sidewalk,
65945180,2025-08-25T17:40:33.000,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,Closed,BRONX,Residential Building/House,2025-08-25T18:22:38.000
65944779,2025-08-25T17:40:29.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Closed,QUEENS,Street/Sidewalk,2025-08-25T17:56:25.000
65944508,2025-08-25T17:40:21.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Open,BRONX,Comercial,
65946022,2025-08-25T17:40:08.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Closed,QUEENS,Street/Sidewalk,2025-08-25T17:55:23.000
65944303,2025-08-25T17:40:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),Closed,BROOKLYN,,2025-08-25T18:42:00.000
65948058,2025-08-25T17:39:58.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Closed,BRONX,Street/Sidewalk,2025-08-25T20:59:17.000
65951593,2025-08-25T17:39:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T20:05:11.000
65953080,2025-08-25T17:39:51.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,In Progress,BRONX,Street/Sidewalk,
65945140,2025-08-25T17:39:50.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,In Progress,MANHATTAN,Street,
65950425,2025-08-25T17:39:50.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Closed,QUEENS,Residential Building/House,2025-08-25T17:49:25.000
65950278,2025-08-25T17:39:40.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Open,BRONX,Comercial,
65949159,2025-08-25T17:39:18.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,Open,QUEENS,,2025-08-25T17:39:18.000
65948368,2025-08-25T17:39:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Closed,MANHATTAN,Street/Sidewalk,2025-08-25T18:05:38.000
65946442,2025-08-25T17:38:53.000,DSNY,Department of Sanitation,Dirty Condition,Trash,In Progress,QUEENS,Yard,
65944781,2025-08-25T17:38:52.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Closed,QUEENS,Street/Sidewalk,2025-08-25T17:40:13.000
65951963,2025-08-25T17:38:51.000,DOT,Department of Transportation,Street Condition,Defective Hardware,In Progress,QUEENS,Street,
65948787,2025-08-25T17:38:50.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,Closed,BROOKLYN,,2025-08-25T17:38:50.000
65944569,2025-08-25T17:38:49.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Closed,BROOKLYN,Store/Commercial,2025-08-25T18:06:25.000
65945177,2025-08-25T17:38:46.000,NYPD,New York City Police Department,Encampment,N/A,Closed,MANHATTAN,Park/Playground,2025-08-25T19:23:50.000
65949826,2025-08-25T17:38:46.000,DHS,Department of Homeless Services,Encampment,N/A,In Progress,MANHATTAN,Park/Playground,
65944339,2025-08-25T17:38:45.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Open,MANHATTAN,Mixed Use,
65949670,2025-08-25T17:38:40.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,In Progress,QUEENS,Park,
65952022,2025-08-25T17:38:32.000,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,Closed,MANHATTAN,Street/Sidewalk,2025-08-26T02:37:47.000
65944746,2025-08-25T17:38:27.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Closed,MANHATTAN,Street/Sidewalk,2025-08-25T18:48:38.000
65949352,2025-08-25T17:38:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Closed,MANHATTAN,Residential Building/House,2025-08-26T00:18:17.000
65944325,2025-08-25T17:38:18.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Closed,QUEENS,Street/Sidewalk,2025-08-25T18:33:46.000
65950296,2025-08-25T17:38:02.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T17:54:36.000
65945796,2025-08-25T17:38:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,Open,BRONX,,
65945145,2025-08-25T17:37:57.000,NYPD,New York City Police Department,Encampment,N/A,Closed,MANHATTAN,Street/Sidewalk,2025-08-25T21:29:31.000
65949927,2025-08-25T17:37:54.000,DSNY,Department of Sanitation,Dirty Condition,Trash,In Progress,MANHATTAN,Gutter,
65944620,2025-08-25T17:37:53.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Closed,BROOKLYN,Club/Bar/Restaurant,2025-08-25T18:02:45.000
65946972,2025-08-25T17:37:47.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Closed,QUEENS,Residential Building/House,2025-08-25T17:57:07.000
65950388,2025-08-25T17:37:35.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Closed,QUEENS,Store/Commercial,2025-08-25T18:14:43.000
65946658,2025-08-25T17:37:30.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Open,MANHATTAN,Mixed Use,
65952956,2025-08-25T17:37:30.000,DOHMH,Department of Health and Mental Hygiene,Drinking Water,Illness Caused by Drinking Water,In Progress,QUEENS,1-3 Family Dwelling,
65945466,2025-08-25T17:37:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),Closed,BROOKLYN,,2025-08-25T18:40:00.000
65945970,2025-08-25T17:37:00.000,DEP,Department of Environmental Protection,Water System,No Water (WNW),Open,BROOKLYN,,
65949872,2025-08-25T17:37:00.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,In Progress,QUEENS,Street,
65945644,2025-08-25T17:36:57.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,MANHATTAN,Street/Sidewalk,2025-08-26T00:10:15.000
65952426,2025-08-25T17:36:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Closed,QUEENS,Street/Sidewalk,2025-08-25T17:38:41.000
65948271,2025-08-25T17:36:48.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T22:01:46.000
65944896,2025-08-25T17:36:30.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,In Progress,STATEN ISLAND,Street,
65948052,2025-08-25T17:36:19.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T18:19:58.000
65946526,2025-08-25T17:36:13.000,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Contaminated,In Progress,MANHATTAN,Senior Center,
65952807,2025-08-25T17:35:58.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T18:58:40.000
65948249,2025-08-25T17:35:27.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Closed,MANHATTAN,Residential Building/House,2025-08-25T21:43:29.000
65949022,2025-08-25T17:35:22.000,NYPD,New York City Police Department,Traffic,Chronic Speeding,Closed,QUEENS,Street/Sidewalk,2025-08-25T17:39:38.000
65952564,2025-08-25T17:35:21.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Closed,QUEENS,Street/Sidewalk,2025-08-25T19:36:03.000
65948118,2025-08-25T17:35:21.000,DOB,Department of Buildings,General Construction/Plumbing,Working Contrary To Stop Work Order,Assigned,BROOKLYN,,2025-08-25T17:35:21.000
65951657,2025-08-25T17:35:19.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Closed,MANHATTAN,Street/Sidewalk,2025-08-25T17:45:38.000
65952912,2025-08-25T17:35:10.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Closed,QUEENS,Street/Sidewalk,2025-08-26T00:24:27.000
65948816,2025-08-25T17:35:03.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Closed,MANHATTAN,Street,2025-08-25T18:05:13.000
65952137,2025-08-25T17:35:02.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,Assigned,MANHATTAN,,2025-08-25T17:35:02.000
65950102,2025-08-25T17:35:00.000,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,Closed,MANHATTAN,,2025-08-25T19:25:00.000
65951680,2025-08-25T17:34:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Closed,MANHATTAN,Street/Sidewalk,2025-08-25T18:12:08.000
65950625,2025-08-25T17:34:33.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Closed,QUEENS,Street/Sidewalk,2025-08-25T18:44:15.000
65949448,2025-08-25T17:34:20.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Closed,QUEENS,Street/Sidewalk,2025-08-25T17:55:00.000
65944276,2025-08-25T17:34:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),Open,QUEENS,,
65945776,2025-08-25T17:34:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,Open,BROOKLYN,,
65952351,2025-08-25T17:34:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),Open,BROOKLYN,,
65947750,2025-08-25T17:34:00.000,DEP,Department of Environmental Protection,Hazardous Materials,"Oil Spill On Street, Large (HQL)",Open,STATEN ISLAND,,
65946049,2025-08-25T17:33:53.000,DOT,Department of Transportation,Broken Parking Meter,Timer Defect - Fast/Fail,In Progress,MANHATTAN,Street,
65948898,2025-08-25T17:33:50.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Closed,BRONX,Street/Sidewalk,2025-08-25T22:51:09.000
65952174,2025-08-25T17:33:41.000,DSNY,Department of Sanitation,Dumpster Complaint,Blocking Sidewalk or Street,In Progress,BROOKLYN,Street,
65948369,2025-08-25T17:33:31.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Closed,MANHATTAN,Street/Sidewalk,2025-08-25T18:11:45.000
65952165,2025-08-25T17:33:17.000,DSNY,Department of Sanitation,Dead Animal,Cat,In Progress,BROOKLYN,Sidewalk,
65944909,2025-08-25T17:33:14.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,In Progress,BROOKLYN,Public Garden,
65945504,2025-08-25T17:33:13.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Open,MANHATTAN,Mixed Use,
65952673,2025-08-25T17:33:04.000,NYPD,New York City Police Department,Noise - House of Worship,Loud Music/Party,Closed,QUEENS,House of Worship,2025-08-25T17:58:00.000
65948206,2025-08-25T17:32:59.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Closed,QUEENS,Residential Building/House,2025-08-25T17:58:15.000
65944782,2025-08-25T17:32:51.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Closed,QUEENS,Street/Sidewalk,2025-08-25T17:57:31.000
65949811,2025-08-25T17:32:24.000,NYPD,New York City Police Department,Encampment,N/A,Closed,BROOKLYN,Park/Playground,2025-08-25T20:53:23.000
65947738,2025-08-25T17:32:23.000,DSNY,Department of Sanitation,Highway Condition,Litter,In Progress,QUEENS,Highway,
65953291,2025-08-25T17:32:15.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,In Progress,BROOKLYN,Street,
65944412,2025-08-25T17:32:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T19:03:20.000
65952065,2025-08-25T17:32:06.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Pedicab,In Progress,BROOKLYN,Business,
65948500,2025-08-25T17:32:05.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,In Progress,BROOKLYN,3+ Family Mixed Use Building,
65946709,2025-08-25T17:31:57.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Closed,QUEENS,Street/Sidewalk,2025-08-25T17:32:51.000
65948496,2025-08-25T17:31:36.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,In Progress,BROOKLYN,3+ Family Apt. Building,
65949679,2025-08-25T17:31:25.000,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Worker Activity,In Progress,QUEENS,Mobile Food Vendor,
65944849,2025-08-25T17:31:12.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,In Progress,BROOKLYN,Street/Sidewalk,
65951065,2025-08-25T17:31:05.000,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,In Progress,BROOKLYN,Sidewalk,
65948800,2025-08-25T17:31:01.000,DOT,Department of Transportation,Highway Condition,Pothole - Highway,In Progress,QUEENS,Highway,
65946532,2025-08-25T17:31:00.000,DEP,Department of Environmental Protection,Plant,Plants- Odor Related Problems (PO1),Open,BROOKLYN,,
65952691,2025-08-25T17:30:49.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Closed,BROOKLYN,Residential Building/House,2025-08-25T17:38:50.000
65945598,2025-08-25T17:30:45.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Closed,MANHATTAN,Street/Sidewalk,2025-08-25T17:47:59.000
65951779,2025-08-25T17:30:43.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Broken Glass,In Progress,QUEENS,Park,
65953254,2025-08-25T17:30:39.000,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,Closed,MANHATTAN,Park/Playground,2025-08-26T02:52:15.000
65945997,2025-08-25T17:30:39.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Closed,QUEENS,Street/Sidewalk,2025-08-25T18:51:40.000
65949410,2025-08-25T17:30:27.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T18:18:33.000
65952590,2025-08-25T17:30:20.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T17:44:51.000
65948424,2025-08-25T17:30:15.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Closed,QUEENS,Street/Sidewalk,2025-08-25T17:47:00.000
65951332,2025-08-25T17:30:12.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,QUEENS,Street/Sidewalk,2025-08-26T00:08:27.000
65953163,2025-08-25T17:30:10.000,DOT,Department of Transportation,Street Condition,Cave-in,In Progress,QUEENS,Street,
65945024,2025-08-25T17:30:02.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,In Progress,QUEENS,Park,
65945869,2025-08-25T17:29:10.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Closed,BRONX,Residential Building/House,2025-08-25T18:09:25.000
65945361,2025-08-25T17:29:02.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Street Fair Vendor,In Progress,BROOKLYN,Business,
65946646,2025-08-25T17:28:55.000,NYPD,New York City Police Department,Traffic,Chronic Speeding,Closed,QUEENS,Street/Sidewalk,2025-08-25T17:57:19.000
65949063,2025-08-25T17:28:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T18:22:20.000
65946974,2025-08-25T17:28:53.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Closed,BROOKLYN,Residential Building/House,2025-08-25T19:46:20.000
65946378,2025-08-25T17:28:42.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,In Progress,QUEENS,Street,
65950857,2025-08-25T17:28:22.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,In Progress,BRONX,Street,
65950957,2025-08-25T17:28:22.000,DHS,Department of Homeless Services,Encampment,N/A,In Progress,BROOKLYN,Park/Playground,
65949812,2025-08-25T17:28:22.000,NYPD,New York City Police Department,Encampment,N/A,Closed,BROOKLYN,Park/Playground,2025-08-25T17:48:36.000
65951481,2025-08-25T17:28:12.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Closed,MANHATTAN,Club/Bar/Restaurant,2025-08-25T17:42:19.000
65946603,2025-08-25T17:28:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),Open,BROOKLYN,,
65950081,2025-08-25T17:28:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),Open,QUEENS,,
65948591,2025-08-25T17:27:41.000,EDC,Economic Development Corporation,Noise - Helicopter,Other,In Progress,QUEENS,Above Address,
65952033,2025-08-25T17:27:11.000,NYPD,New York City Police Department,Encampment,N/A,Closed,MANHATTAN,Street/Sidewalk,2025-08-25T18:20:00.000
65947913,2025-08-25T17:27:02.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T20:28:07.000
65947912,2025-08-25T17:26:58.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Closed,QUEENS,Street/Sidewalk,2025-08-25T17:28:40.000
65945911,2025-08-25T17:26:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Closed,MANHATTAN,Street/Sidewalk,2025-08-25T18:05:28.000
65944850,2025-08-25T17:26:34.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,In Progress,BROOKLYN,Street/Sidewalk,
65952567,2025-08-25T17:26:33.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Closed,QUEENS,Street/Sidewalk,2025-08-25T18:28:32.000
65947876,2025-08-25T17:26:27.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T18:07:15.000
65944710,2025-08-25T17:25:32.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Closed,BROOKLYN,Residential Building/House,2025-08-25T18:01:56.000
65952495,2025-08-25T17:25:26.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,MANHATTAN,Street/Sidewalk,2025-08-25T18:05:11.000
65951131,2025-08-25T17:25:23.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Restaurant,In Progress,MANHATTAN,Business,
65951755,2025-08-25T17:25:02.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,In Progress,BROOKLYN,Street,
65950095,2025-08-25T17:25:00.000,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),Open,QUEENS,,
65952534,2025-08-25T17:24:50.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T18:18:14.000
65952372,2025-08-25T17:24:42.000,NYPD,New York City Police Department,Traffic,Chronic Speeding,Closed,QUEENS,Street/Sidewalk,2025-08-25T17:58:27.000
