unique_key,created_date,agency,agency_name,complaint_type,descriptor,status,borough,location_type,closed_date,year_month,date,year_month_str,quarter,year,month,day_of_week,hour,workload_flag,utilization_rate
65948920,2025-08-25 09:28:00,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),Open,BROOKLYN,,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.2404
65951667,2025-08-25 09:27:53,NYPD,New York City Police Department,Drug Activity,Use Outside,Closed,QUEENS,Street/Sidewalk,2025-08-25 11:42:23,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65950552,2025-08-25 09:27:43,NYPD,New York City Police Department,Drug Activity,Use Outside,Closed,QUEENS,Street/Sidewalk,2025-08-25 11:42:45,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65946770,2025-08-25 09:27:37,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,BROOKLYN,Street/Sidewalk,2025-08-25 09:55:57,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65948364,2025-08-25 09:27:34,NYPD,New York City Police Department,Drug Activity,Use Outside,Closed,QUEENS,Street/Sidewalk,2025-08-25 11:43:06,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65947137,2025-08-25 09:27:24,NYPD,New York City Police Department,Drug Activity,Use Outside,Closed,QUEENS,Street/Sidewalk,2025-08-25 11:43:31,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65952872,2025-08-25 09:27:17,NYPD,New York City Police Department,Drug Activity,Use Outside,Closed,QUEENS,Street/Sidewalk,2025-08-25 11:44:11,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65945559,2025-08-25 09:27:00,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Closed,QUEENS,Street/Sidewalk,2025-08-25 09:40:54,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65950219,2025-08-25 09:26:57,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,BROOKLYN,Street/Sidewalk,2025-08-25 09:47:54,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65949563,2025-08-25 09:26:54,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,In Progress,QUEENS,Street,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.1582
65947068,2025-08-25 09:26:45,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Closed,BRONX,Street/Sidewalk,2025-08-25 10:43:13,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65949487,2025-08-25 09:26:34,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,Open,BRONX,,2025-08-25 09:26:34,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.0552
65950280,2025-08-25 09:26:34,DOB,Department of Buildings,General Construction/Plumbing,Debris - Excessive,Open,STATEN ISLAND,,2025-08-25 09:26:34,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.0552
65949471,2025-08-25 09:26:20,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Closed,BROOKLYN,Street/Sidewalk,2025-08-25 09:55:36,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65946852,2025-08-25 09:26:17,NYPD,New York City Police Department,Blocked Driveway,No Access,Closed,BROOKLYN,Street/Sidewalk,2025-08-25 11:07:49,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65946926,2025-08-25 09:26:00,DOT,Department of Transportation,Street Light Condition,Street Light Out,Assigned,BROOKLYN,,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.2094
65952016,2025-08-25 09:25:51,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,In Progress,BROOKLYN,Street,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.0376
65953374,2025-08-25 09:25:37,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,In Progress,STATEN ISLAND,Sidewalk,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.3672
65947518,2025-08-25 09:25:29,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,Closed,BRONX,Subway,2025-08-25 09:59:30,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.077
65948263,2025-08-25 09:25:20,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Closed,QUEENS,Street/Sidewalk,2025-08-25 09:43:17,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65951671,2025-08-25 09:25:07,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Closed,BROOKLYN,Street/Sidewalk,2025-08-25 11:19:03,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65952498,2025-08-25 09:25:03,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,BRONX,Street/Sidewalk,2025-08-25 10:40:10,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65952335,2025-08-25 09:25:00,DEP,Department of Environmental Protection,Water System,Hydrant Defective (WC2),Closed,MANHATTAN,,2025-08-25 09:25:00,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.2404
65946283,2025-08-25 09:25:00,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Closed,BRONX,Street,2025-08-25 23:03:00,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.3672
65951214,2025-08-25 09:25:00,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),Open,QUEENS,,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.2404
65948993,2025-08-25 09:25:00,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),Closed,BROOKLYN,,2025-08-25 09:37:00,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.2404
65947574,2025-08-25 09:24:57,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,In Progress,BROOKLYN,Street,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.3672
65951353,2025-08-25 09:24:51,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,QUEENS,Street/Sidewalk,2025-08-25 10:24:17,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65948277,2025-08-25 09:24:46,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Closed,MANHATTAN,Street/Sidewalk,2025-08-25 10:45:00,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65945189,2025-08-25 09:24:42,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,Assigned,MANHATTAN,Subway,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.077
65951036,2025-08-25 09:24:38,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,In Progress,MANHATTAN,Street,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.3672
65944822,2025-08-25 09:24:08,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Closed,BRONX,Street/Sidewalk,2025-08-25 17:20:28,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65946699,2025-08-25 09:23:50,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Closed,QUEENS,Street/Sidewalk,2025-08-25 10:19:37,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65948458,2025-08-25 09:23:24,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,In Progress,QUEENS,Street,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.1582
65951340,2025-08-25 09:23:21,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,QUEENS,Street/Sidewalk,2025-08-25 10:07:30,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65948835,2025-08-25 09:23:05,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Spilled Garbage,In Progress,BROOKLYN,Street,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.3672
65953091,2025-08-25 09:23:02,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,In Progress,MANHATTAN,Taxi,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.0376
65948679,2025-08-25 09:23:00,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Closed,BROOKLYN,Street,2025-08-25 22:46:00,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.3672
65948471,2025-08-25 09:22:39,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,In Progress,MANHATTAN,Restaurant/Bar/Deli/Bakery,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.1148
65944732,2025-08-25 09:22:36,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Closed,MANHATTAN,Street/Sidewalk,2025-08-25 10:44:50,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65946695,2025-08-25 09:22:15,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Closed,QUEENS,Street/Sidewalk,2025-08-25 09:30:34,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65948901,2025-08-25 09:22:06,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Closed,BROOKLYN,Street/Sidewalk,2025-08-25 11:14:52,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65952281,2025-08-25 09:22:00,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),Open,BROOKLYN,,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.2404
65944235,2025-08-25 09:22:00,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),Open,MANHATTAN,,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.2404
65946622,2025-08-25 09:22:00,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),Closed,BROOKLYN,,2025-08-25 09:35:00,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.2404
65950018,2025-08-25 09:22:00,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),Open,BROOKLYN,,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.2404
65948921,2025-08-25 09:22:00,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),Open,QUEENS,,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.2404
65952093,2025-08-25 09:21:57,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,In Progress,BROOKLYN,Sidewalk,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.3672
65945102,2025-08-25 09:21:56,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,In Progress,MANHATTAN,Street,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.0376
65949110,2025-08-25 09:21:54,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,BROOKLYN,Street/Sidewalk,2025-08-25 09:55:23,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65952745,2025-08-25 09:21:53,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Closed,BROOKLYN,Residential Building/House,2025-08-25 10:11:06,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65947901,2025-08-25 09:21:52,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Closed,QUEENS,Street/Sidewalk,2025-08-25 09:23:44,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65949147,2025-08-25 09:21:48,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Closed,BROOKLYN,Street/Sidewalk,2025-08-25 11:18:31,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65951331,2025-08-25 09:21:44,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,MANHATTAN,Street/Sidewalk,2025-08-25 16:50:43,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65953375,2025-08-25 09:21:22,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,In Progress,STATEN ISLAND,Sidewalk,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.3672
65945000,2025-08-25 09:21:20,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Toilet Facility,In Progress,BROOKLYN,Restaurant/Bar/Deli/Bakery,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.1148
65947028,2025-08-25 09:21:17,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Closed,QUEENS,Residential Building/House,2025-08-25 10:44:44,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65949585,2025-08-25 09:20:43,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Closed,MANHATTAN,Other (Explain Below),2025-08-25 10:22:13,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.1148
65952389,2025-08-25 09:20:38,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Closed,BRONX,Street/Sidewalk,2025-08-25 15:24:04,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65944324,2025-08-25 09:20:17,DOB,Department of Buildings,General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,Open,BROOKLYN,,2025-08-25 09:20:17,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.0552
65947408,2025-08-25 09:20:13,DOT,Department of Transportation,Sidewalk Condition,Metal Protruding - Sign Stump,In Progress,BROOKLYN,Sidewalk,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.2094
65951227,2025-08-25 09:20:07,DOT,Department of Transportation,Street Condition,Blocked - Construction,Closed,BROOKLYN,Street,2025-08-25 15:31:39,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.2094
65949114,2025-08-25 09:20:04,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,BROOKLYN,Street/Sidewalk,2025-08-25 09:56:57,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65945895,2025-08-25 09:19:58,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Closed,MANHATTAN,Street/Sidewalk,2025-08-25 10:44:31,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65945066,2025-08-25 09:19:50,DOT,Department of Transportation,Sidewalk Condition,Blocked - Construction,In Progress,BROOKLYN,Sidewalk,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.2094
65947283,2025-08-25 09:19:32,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Closed,BROOKLYN,3+ Family Apt. Building,2025-08-25 11:20:12,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.1148
65948701,2025-08-25 09:19:16,DHS,Department of Homeless Services,Encampment,,In Progress,MANHATTAN,Street/Sidewalk,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.077
65945144,2025-08-25 09:19:16,NYPD,New York City Police Department,Encampment,,Closed,MANHATTAN,Street/Sidewalk,2025-08-25 10:08:30,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65949555,2025-08-25 09:19:14,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,In Progress,BRONX,Street,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.1582
65946546,2025-08-25 09:19:00,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),Open,MANHATTAN,,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.2404
65944278,2025-08-25 09:19:00,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),Open,BROOKLYN,,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.2404
65950872,2025-08-25 09:18:49,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,In Progress,QUEENS,Street,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.2094
65950709,2025-08-25 09:18:45,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Closed,QUEENS,3+ Family Apt. Building,2025-08-25 11:37:18,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.1148
65949846,2025-08-25 09:18:42,DSNY,Department of Sanitation,Dirty Condition,Trash,In Progress,MANHATTAN,Sidewalk,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.3672
65948394,2025-08-25 09:18:37,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Closed,BRONX,Street/Sidewalk,2025-08-25 10:38:11,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65949886,2025-08-25 09:18:21,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Closed,BROOKLYN,Street/Sidewalk,2025-08-25 11:18:44,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65950527,2025-08-25 09:18:16,DOT,Department of Transportation,Street Condition,Pothole,Open,STATEN ISLAND,,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.2094
65953376,2025-08-25 09:18:14,DSNY,Department of Sanitation,Litter Basket Complaint,Overflowing,In Progress,BRONX,Sidewalk,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.3672
65952540,2025-08-25 09:17:16,DOB,Department of Buildings,General Construction/Plumbing,Failure To Maintain,Open,BROOKLYN,,2025-08-25 09:17:16,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.0552
65946424,2025-08-25 09:17:16,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Closed,MANHATTAN,Street,2025-08-25 09:35:10,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.3672
65946356,2025-08-25 09:17:15,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,In Progress,QUEENS,Sidewalk,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.3672
65946371,2025-08-25 09:17:12,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,In Progress,QUEENS,Street,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.3672
65946774,2025-08-25 09:17:00,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,BRONX,Street/Sidewalk,2025-08-25 14:41:46,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65946771,2025-08-25 09:16:25,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,BRONX,Street/Sidewalk,2025-08-25 20:24:05,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65953061,2025-08-25 09:16:16,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,In Progress,MANHATTAN,Restaurant/Bar/Deli/Bakery,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.1148
65950793,2025-08-25 09:16:13,TLC,Taxi and Limousine Commission,Lost Property,Electronics/Phones,In Progress,MANHATTAN,Taxi,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.0376
65945555,2025-08-25 09:16:11,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Closed,BROOKLYN,Street/Sidewalk,2025-08-25 10:04:38,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65948444,2025-08-25 09:16:06,TLC,Taxi and Limousine Commission,Taxi Report,Driver Report - Passenger,In Progress,MANHATTAN,,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.0376
65948125,2025-08-25 09:16:00,DOT,Department of Transportation,Traffic Signal Condition,Controller,Closed,BROOKLYN,,2025-08-25 12:20:00,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.2094
65947824,2025-08-25 09:16:00,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),Open,BRONX,,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.2404
65948922,2025-08-25 09:16:00,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),Open,MANHATTAN,,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.2404
65948831,2025-08-25 09:16:00,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,In Progress,BRONX,Street,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.3672
65951157,2025-08-25 09:16:00,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),Open,BROOKLYN,,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.2404
65944236,2025-08-25 09:16:00,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),Open,BROOKLYN,,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.2404
65951678,2025-08-25 09:15:59,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Closed,QUEENS,Street/Sidewalk,2025-08-25 11:01:04,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65949931,2025-08-25 09:15:57,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,In Progress,STATEN ISLAND,Sidewalk,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.3672
65946018,2025-08-25 09:15:54,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Closed,QUEENS,Street/Sidewalk,2025-08-25 10:22:51,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65948047,2025-08-25 09:15:50,DSNY,Department of Sanitation,Graffiti,Graffiti,Open,BROOKLYN,,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.3672
65949123,2025-08-25 09:15:48,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,BROOKLYN,Street/Sidewalk,2025-08-25 09:57:25,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65944827,2025-08-25 09:15:36,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Closed,QUEENS,Street/Sidewalk,2025-08-25 09:50:51,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65952381,2025-08-25 09:15:28,DSNY,Department of Sanitation,Graffiti,Graffiti,Open,BROOKLYN,Mixed Use,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.3672
65952147,2025-08-25 09:15:26,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,In Progress,BROOKLYN,Street,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.3672
65953007,2025-08-25 09:15:25,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Closed,QUEENS,3+ Family Apt. Building,2025-08-25 12:19:54,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.1148
65946019,2025-08-25 09:15:23,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Closed,QUEENS,Street/Sidewalk,2025-08-25 10:22:38,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65947554,2025-08-25 09:15:21,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,In Progress,QUEENS,Sidewalk,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.3672
65948897,2025-08-25 09:15:20,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Closed,BROOKLYN,Street/Sidewalk,2025-08-25 09:49:48,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65947926,2025-08-25 09:15:20,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Closed,BROOKLYN,Street/Sidewalk,2025-08-25 10:12:47,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65950978,2025-08-25 09:14:39,DSNY,Department of Sanitation,Dirty Condition,Trash,In Progress,BRONX,Sidewalk,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.3672
65953265,2025-08-25 09:14:35,DSNY,Department of Sanitation,Dirty Condition,Trash,In Progress,BROOKLYN,Sidewalk,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.3672
65949989,2025-08-25 09:14:31,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Closed,BROOKLYN,Street/Sidewalk,2025-08-25 09:48:24,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65949784,2025-08-25 09:14:20,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,Closed,BROOKLYN,Street/Sidewalk,2025-08-25 10:28:53,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.077
65949828,2025-08-25 09:14:17,NYPD,New York City Police Department,Panhandling,,Closed,MANHATTAN,Subway,2025-08-25 10:03:30,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65951697,2025-08-25 09:14:16,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,Open,MANHATTAN,,2025-08-25 09:14:16,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.0552
65946932,2025-08-25 09:14:00,DOT,Department of Transportation,Street Light Condition,Street Light Out,Open,MANHATTAN,,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.2094
65952650,2025-08-25 09:14:00,DOT,Department of Transportation,Street Light Condition,Street Light Out,Open,STATEN ISLAND,,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.2094
65945994,2025-08-25 09:13:55,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,Open,BROOKLYN,,2025-08-25 09:13:55,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.0552
65950410,2025-08-25 09:13:35,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Closed,MANHATTAN,Residential Building/House,2025-08-25 10:57:05,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65952049,2025-08-25 09:13:15,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,Closed,QUEENS,Street/Sidewalk,2025-08-25 12:40:24,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.077
65945752,2025-08-25 09:13:02,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Closed,QUEENS,Street/Sidewalk,2025-08-25 12:47:57,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
65952338,2025-08-25 09:13:00,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),Open,BRONX,,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.2404
65952282,2025-08-25 09:13:00,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),Open,MANHATTAN,,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.2404
65945399,2025-08-25 09:13:00,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),Open,QUEENS,,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.2404
65949638,2025-08-25 09:12:53,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Spoiled,In Progress,BROOKLYN,Senior Center,,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,False,0.1148
65951584,2025-08-25 09:12:46,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Closed,QUEENS,Street/Sidewalk,2025-08-25 09:40:24,2025-08,2025-08-25,2025-08,3,2025,8,Monday,9,True,2.6828
